version,Name,God_Class,Lazy_Class,Complex_Class,Large_Class,Refused_Request,Data_Class,Feature_Envy,Brain_Class,Hub_Like_Dependency,Class_Cyclic_Dependency,Unhealthy_Inheritance_Hierarchy,Long_Method,Long_Parameter_List,Shotgun_Surgery,Brain_Method,Unstable_Dependency,Package_Cyclic_Dependency,Total,Distinct_Count,Vulnerability
7.0.0,android.inputmethodservice.Keyboard,0,0,1,1,0,0,1,0,1,0,0,11,19,0,0,0,0,34,6,
7.0.0,com.android.systemui.tuner.KeycodeSelectionHelper,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,7,4,
7.0.0,com.android.server.hdmi.HdmiCecLocalDevice.getActions.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.server.hdmi.HdmiCecLocalDevice.hasAction.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.server.hdmi.HdmiCecLocalDevice.removeAction.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.server.hdmi.HdmiCecLocalDevice.removeActionExcept.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.view.InputEventConsistencyVerifier.KeyState,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
7.0.0,com.android.server.ResettableTimeout,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,5,4,
7.0.0,com.android.server.ResettableTimeout.T,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,
7.0.0,com.android.internal.widget.DrawingSpace,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,7,4,
7.0.0,android.util.LruCache.K,0,1,0,0,0,0,0,0,0,0,0,,,,,1,1,3,3,
7.0.0,android.util.LruCache.V,0,1,0,0,0,0,0,0,0,0,0,,,,,1,1,3,3,
7.0.0,android.net.LinkAddressTest,0,0,1,1,1,1,0,0,0,0,0,10,14,0,0,0,0,28,6,
7.0.0,com.android.tools.layoutlib.create.InjectMethodsAdapter,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
7.0.0,com.android.server.pm.PreferredActivity,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,7,3,
7.0.0,com.android.tools.layoutlib.create.dataclass.OuterClass_StaticInnerClass_Delegate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.imftest.samples.AutoCompleteTextViewActivityPortrait,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
7.0.0,android.media.effect.effects.PosterizeEffect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.filterpacks.imageproc.PosterizeFilter,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
7.0.0,com.android.internal.midi.EventScheduler,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0,0,0,14,3,
7.0.0,com.android.internal.midi.EventScheduler.FastEventQueue,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,2,
7.0.0,com.android.internal.midi.EventScheduler.SchedulableEvent,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,3,
7.0.0,com.android.framework.multidexlegacytestservices.manymethods.Big066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.graphics.drawable.DrawableInflater,0,0,1,0,0,1,0,0,0,0,1,3,4,0,0,1,0,11,6,
7.0.0,android.hardware.camera2.dispatch.HandlerDispatcher,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
7.0.0,android.hardware.camera2.dispatch.HandlerDispatcher.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.graphics.drawable.InsetDrawable.InsetState,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,7,3,
7.0.0,android.util.SparseArray.E,0,1,0,0,0,0,0,0,0,0,0,,,,,1,1,3,3,
7.0.0,android.test.mock.MockIContentProvider,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.systemui.volume.SafetyWarningDialog,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,7,3,
7.0.0,android.widget.scroll.ScrollViewButtonsAndLabelsTest,0,0,0,0,0,1,0,0,0,0,0,8,4,0,0,0,0,13,3,
7.0.0,android.widget.scroll.ScrollViewButtonsAndLabels,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
7.0.0,android.net.ParseException,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
7.0.0,com.android.fakeoemfeatures.FakeBackgroundService,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,4,
7.0.0,com.android.fakeoemfeatures.FakeApp,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
7.0.0,android.widget.DayPickerPagerAdapter,0,0,0,1,1,1,1,0,0,0,0,8,14,0,0,1,0,27,7,
7.0.0,android.widget.DayPickerPagerAdapter.ViewHolder,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,
7.0.0,android.widget.SimpleMonthView,0,0,1,1,0,0,1,0,0,0,1,30,41,0,0,1,0,76,7,
7.0.0,com.android.bidi.BiDiTestGridLayoutCodeRtl,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,5,3,
7.0.0,android.os.RegistrantList,0,0,0,0,0,1,0,0,0,1,0,3,7,0,0,0,1,13,5,
7.0.0,android.os.Registrant,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,1,11,4,
7.0.0,android.os.AsyncResult,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,7,4,
7.0.0,com.android.printservice.recommendation.plugin.samsung.SamsungRecommendationPlugin,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,8,4,
7.0.0,com.android.printservice.recommendation.plugin.samsung.ServiceRecommendationPlugin,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,8,3,
7.0.0,com.android.printservice.recommendation.plugin.samsung.VendorInfo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
7.0.0,android.app.LoadedApk,0,0,1,1,0,0,1,0,0,0,0,19,29,0,0,9,0,60,6,
7.0.0,android.filterpacks.imageproc.CrossProcessFilter,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
7.0.0,com.android.keyguard.KeyguardSecurityViewFlipper,0,0,0,1,0,0,1,0,0,0,0,14,6,1,0,0,0,23,5,
7.0.0,com.android.keyguard.KeyguardSecurityViewFlipper.LayoutParams,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
7.0.0,android.widget.ViewFlipper,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,1,0,11,5,
7.0.0,android.text.AutoText,0,0,0,0,0,0,1,0,0,0,0,5,7,0,0,3,0,16,4,
7.0.0,android.text.method.CharacterPickerDialog,0,0,0,0,0,1,0,0,0,1,0,4,3,0,0,1,0,10,5,
7.0.0,com.android.server.hdmi.HdmiCecKeycode.KeycodeEntry,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,11,2,
7.0.0,android.widget.listview.ListFilter,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,
7.0.0,android.hardware.display.VirtualDisplay.Callback,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,
7.0.0,com.android.internal.widget.DecorCaptionView,0,0,1,1,0,0,1,0,0,0,0,11,15,0,0,1,0,30,6,
7.0.0,com.android.server.media.MediaResourceMonitorService.MediaResourceMonitorImpl,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,5,3,
7.0.0,android.service.chooser.ChooserTarget,0,0,0,0,0,1,0,0,1,0,0,4,7,0,0,0,0,13,4,
7.0.0,com.android.internal.telephony.SmsConstants,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,
7.0.0,com.android.server.usb.UsbMidiDevice,0,0,0,1,0,0,0,0,0,0,1,6,6,0,0,0,0,14,4,
7.0.0,com.android.server.usb.UsbMidiDevice.InputReceiverProxy,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
7.0.0,com.android.internal.midi.MidiEventScheduler,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,7,4,
7.0.0,com.android.internal.midi.MidiEventScheduler.MidiEvent,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,
7.0.0,android.os.FileUtilsTest,0,0,0,1,1,1,1,0,0,0,0,20,10,0,0,0,1,35,7,
7.0.0,com.android.server.pm.LauncherAppsService.BroadcastCookie,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
7.0.0,com.android.server.pm.LauncherAppsService.LauncherAppsImpl,0,0,0,1,0,0,1,0,0,1,0,23,31,0,0,0,0,57,5,
7.0.0,com.android.server.pm.LauncherAppsService.LauncherAppsImpl.MyPackageMonitor,0,0,0,0,0,1,0,0,0,1,0,9,8,0,0,0,0,19,4,
7.0.0,com.android.server.pm.LauncherAppsService.LauncherAppsImpl.PackageCallbackList,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.server.pm.LauncherAppsService.LauncherAppsImpl.PackageCallbackList.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.systemui.volume.Events,0,0,1,0,0,0,0,0,1,0,0,4,5,1,0,0,0,12,5,
7.0.0,com.android.systemui.volume.VolumeDialogController.State,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,7,3,
7.0.0,android.widget.gridview.GridSingleColumnTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.0.0,android.net.wifi.nan.SubscribeData,0,0,1,0,0,1,0,0,0,0,0,5,5,0,0,0,0,12,4,
7.0.0,android.net.wifi.nan.SubscribeData.Builder,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
7.0.0,android.filterpacks.base.RetargetFilter,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,
7.0.0,com.android.mediaframeworktest.unit.MediaPlayerIsPlayingStateUnitTest,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,4,
7.0.0,com.android.location.fused.FusionEngine.ProviderStats,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.os.FileObserver.ObserverThread,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,7,4,
7.0.0,android.graphics.PixelXorXfermode,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.systemui.tuner.AutoScrollView,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,3,
7.0.0,android.content.MutableContextWrapper,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,
7.0.0,com.android.uiautomator.core.AccessibilityNodeInfoHelper,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
7.0.0,com.android.multidexlegacytestapp.manymethods.Big052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.frameworkperf.LocalTestService,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.hardware.camera2.marshal.impl.MarshalQueryableHighSpeedVideoConfiguration,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,
7.0.0,android.hardware.camera2.marshal.impl.MarshalQueryableHighSpeedVideoConfiguration.MarshalerHighSpeedVideoConfiguration,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,5,4,
7.0.0,android.hardware.camera2.marshal.impl.MarshalQueryableReprocessFormatsMap,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,
7.0.0,android.hardware.camera2.marshal.impl.MarshalQueryableReprocessFormatsMap.MarshalerReprocessFormatsMap,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,8,4,
7.0.0,com.android.tools.layoutlib.create.DelegateClassAdapterTest.ClassLoader2,0,0,0,0,0,1,0,0,0,0,0,6,9,0,0,0,0,16,3,
7.0.0,com.android.tools.layoutlib.create.DelegateClassAdapterTest.ClassLoader2.callMethod.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.tools.layoutlib.create.dataclass.ClassWithNative,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,3,
7.0.0,com.android.tools.layoutlib.create.DelegateClassAdapter,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,7,3,
7.0.0,com.android.systemui.statusbar.policy.LocationControllerImpl.H,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,3,
7.0.0,com.android.internal.os.BatteryStatsTimerTest.TestTimer,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,0,0,23,4,
7.0.0,android.util.StringBuilderPrinter,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,6,5,
7.0.0,com.android.internal.os.BatteryStatsImpl.Timer,0,0,0,0,1,1,0,0,1,0,1,11,16,2,0,0,0,33,7,
7.0.0,com.android.server.am.UidRecord,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,6,4,
7.0.0,com.android.server.am.UidRecord.ChangeItem,0,1,0,0,0,0,0,0,0,1,0,,,,,0,0,2,2,
7.0.0,android.ext.services.Version,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.net.PskKeyManager,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.server.net.NetworkStatsCollection.Key,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,7,3,
7.0.0,android.widget.listview.arrowscroll.ListItemFocusableAboveUnfocusableTest,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,
7.0.0,android.widget.listview.ListItemFocusableAboveUnfocusable,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,
7.0.0,com.android.speech.tts.TextToSpeechTests,0,0,0,0,0,1,0,0,0,0,0,9,6,0,0,0,0,16,3,
7.0.0,com.android.speech.tts.TextToSpeechTests.doCountDown.(Anon_1).andReturn.(Anon_3).when.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.speech.tts.TextToSpeechTests.doCountDown.(Anon_1).when.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.speech.tts.MockableTextToSpeechService,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,
7.0.0,com.android.systemui.recents.events.ui.StackViewScrolledEvent,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,
7.0.0,com.android.systemui.recents.events.EventBus.ReusableEvent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,WritePreloadedClassFile,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,6,3,
7.0.0,Policy,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,
7.0.0,android.content.pm.FeatureGroupInfo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,
7.0.0,android.app.ActivityView,0,0,0,1,0,0,1,0,0,1,0,9,14,0,0,9,0,35,6,
7.0.0,android.app.ActivityView.ActivityContainerCallback,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,11,3,
7.0.0,android.app.ActivityView.ActivityContainerWrapper,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,9,0,23,3,
7.0.0,android.app.ActivityView.ActivityViewCallback,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,11,3,
7.0.0,android.app.ActivityView.ActivityViewSurfaceTextureListener,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,9,0,17,5,
7.0.0,android.app.ActivityView.SerialExecutor,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,12,3,
7.0.0,android.drm.DrmInfoEvent,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,2,
7.0.0,android.drm.DrmEvent,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
7.0.0,android.webkit.WebStorage.Origin,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,
7.0.0,com.android.settingslib.wifi.AccessPointPreference,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0,0,0,14,3,
7.0.0,com.android.settingslib.wifi.AccessPointPreference.UserBadgeCache,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
7.0.0,com.android.preload.actions.AbstractThreadedAction,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.net.metrics.IpManagerEvent.Decoder,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.media.RemoteControlClient,0,0,0,1,0,1,1,0,0,0,0,7,12,0,0,1,0,23,6,
7.0.0,android.media.RemoteControlClient.MetadataEditor,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,12,4,
7.0.0,android.media.session.PlaybackState.Builder,0,0,0,0,0,1,1,0,1,0,0,3,8,0,0,0,0,14,5,
7.0.0,android.media.MediaMetadataEditor,0,0,0,1,0,1,0,0,1,0,1,12,11,0,0,1,0,28,7,
7.0.0,android.app.backup.FullBackup.BackupScheme,0,0,1,1,0,0,1,0,0,0,0,12,11,0,0,0,0,26,5,
7.0.0,com.android.systemui.stackdivider.DividerHandleView,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,1,0,10,4,
7.0.0,android.inputmethodservice.ExtractButton,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,2,
7.0.0,com.android.smspush.unitTests.ReceiverActivity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
7.0.0,android.widget.listview.ListRetainsFocusAcrossLayoutsTest,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,6,3,
7.0.0,com.android.systemui.statusbar.AlphaOptimizedFrameLayout,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,5,3,
7.0.0,android.telecom.ConnectionServiceAdapter,0,0,0,1,0,0,0,0,0,0,0,33,32,0,0,0,0,66,3,
7.0.0,android.telecom.RemoteConnectionManager,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,8,4,
7.0.0,android.telecom.ParcelableConference,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,0,8,4,
7.0.0,android.test.mock.MockContentProvider,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,4,
7.0.0,android.os.health.PackageHealthStats,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.bluetooth.le.AdvertiseData,0,0,0,1,0,1,0,0,1,0,0,4,7,0,0,0,0,14,5,
7.0.0,android.bluetooth.le.AdvertiseData.Builder,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,9,3,
7.0.0,android.filterfw.core.SimpleScheduler,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,4,
7.0.0,android.widget.ListView.FixedViewInfo,0,1,0,0,0,0,0,0,0,0,0,,,,,1,0,2,2,
7.0.0,android.media.audiopolicy.AudioMix.Builder,0,0,1,0,0,1,0,0,0,0,0,7,4,0,0,0,0,13,4,
7.0.0,android.media.audiopolicy.AudioMixingRule,0,0,0,1,0,0,0,0,0,0,0,5,8,0,0,0,0,14,3,
7.0.0,android.bluetooth.BluetoothRebootStressTest,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,
7.0.0,com.android.documentsui.QuickViewIntentBuilder,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,2,
7.0.0,com.google.android.example.locktasktests.LockDefaultActivity,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.google.android.example.locktasktests.LockAtLaunchActivity,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.net.TrafficStatsBenchmark,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.documentsui.StubProvider.RootInfo,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,5,3,
7.0.0,com.android.documentsui.StubProvider.StubDocument,0,0,0,0,0,1,0,0,0,1,0,5,7,0,0,0,0,14,4,
7.0.0,com.android.server.am.PendingIntentRecord,0,0,1,1,0,0,0,0,0,0,0,6,8,0,0,0,0,16,4,
7.0.0,com.android.server.am.PendingIntentRecord.Key,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,3,
7.0.0,android.os.TransactionTooLargeException,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,
7.0.0,android.os.PowerManagerTest,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,1,8,4,
7.0.0,com.android.bandwidthtest.util.BandwidthTestUtil,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,9,3,
7.0.0,com.android.egg.neko.NekoTile,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,7,4,
7.0.0,com.android.egg.neko.Food,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,7,3,
7.0.0,com.android.egg.neko.NekoService,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,7,4,
7.0.0,com.android.server.usage.AppIdleHistory,0,0,0,1,0,0,1,0,0,1,0,18,23,0,0,0,0,44,5,
7.0.0,com.android.server.usage.AppIdleHistory.PackageHistory,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.google.android.util.SmileyParser,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,3,
7.0.0,com.google.android.util.AbstractMessageParser.Token,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,6,3,
7.0.0,com.google.android.util.AbstractMessageParser.Part,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,8,3,
7.0.0,android.view.InputFilter,0,0,0,0,0,1,1,0,0,1,0,1,4,0,0,0,0,8,5,
7.0.0,android.view.InputFilter.H,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,
7.0.0,com.android.defcontainer.DefaultContainerService,0,0,0,1,0,0,1,0,0,0,0,6,6,0,0,0,0,14,4,
7.0.0,android.content.pm.PackageCleanItem,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,0,8,4,
7.0.0,android.content.pm.PackageInfoLite,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,6,4,
7.0.0,android.content.res.ObbScanner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,
7.0.0,android.widget.ListPopupWindow.ListSelectorHider,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
7.0.0,android.widget.ListPopupWindow.PopupDataSetObserver,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,
7.0.0,android.widget.ListPopupWindow.PopupScrollListener,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,4,
7.0.0,android.widget.ListPopupWindow.PopupTouchInterceptor,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,
7.0.0,android.widget.ListPopupWindow.ResizePopupRunnable,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,4,
7.0.0,com.android.test.uibench.TrivialListActivity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.app.Fragment_Delegate,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,11,3,
7.0.0,android.app.Fragment.InstantiationException,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,11,3,
7.0.0,android.os.RemoteMailException,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,
7.0.0,android.widget.CompoundButton.SavedState,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,
7.0.0,com.android.largeassettest.LargeAssetTest,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,
7.0.0,com.android.largeassettest.LargeAssetTest.Validator,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,3,
7.0.0,android.hardware.camera2.params.VendorTagDescriptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.0.0,com.android.server.pm.OtaDexoptShellCommand,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,2,
7.0.0,android.widget.BaseExpandableListAdapter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,
7.0.0,android.widget.ExpandableListConnector,0,0,1,1,1,0,1,0,0,0,0,18,16,0,0,1,0,39,7,
7.0.0,com.android.multidexlegacytestapp.manymethods.Big001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,androidx.media.filterfw.FrameTargetFilter,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,
7.0.0,android.test.IsolatedContext.MockAccountManager,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4,3,
7.0.0,android.test.IsolatedContext.MockAccountManager.MockAccountManagerFuture,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,2,
7.0.0,android.test.IsolatedContext.MockAccountManager.MockAccountManagerFuture.T,0,1,0,0,0,0,0,0,0,0,0,,,,,2,0,3,2,
7.0.0,android.content.MemoryFileProviderTest,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,6,3,
7.0.0,com.android.commands.svc.PowerCommand,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,5,4,
7.0.0,androidx.media.filterfw.samples.simplecamera.ImageGoodnessFilter.AsyncOperation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,androidx.media.filterfw.samples.simplecamera.SmartCamera,0,0,0,1,0,1,1,0,0,0,0,6,7,0,0,0,0,16,5,
7.0.0,com.android.server.devicepolicy.DevicePolicyManagerTest,0,0,1,1,1,0,0,0,0,1,1,59,59,0,0,0,0,123,7,
7.0.0,com.android.server.devicepolicy.DevicePolicyManagerServiceTestable,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,5,3,
7.0.0,com.android.server.devicepolicy.DpmMockContext,0,0,0,1,0,0,1,0,0,0,0,13,28,0,0,0,0,43,4,
7.0.0,com.android.server.devicepolicy.DpmMockContext.MockBinder,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,6,3,
7.0.0,com.android.server.devicepolicy.DevicePolicyManagerTestable,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,
7.0.0,com.android.server.devicepolicy.DpmMockContext.UserManagerForMock,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,
7.0.0,com.android.server.devicepolicy.DevicePolicyManagerService.ActiveAdmin,0,0,1,1,0,0,1,0,0,1,1,11,15,0,0,0,0,31,7,
7.0.0,com.android.server.devicepolicy.Owners,0,0,1,1,0,0,0,0,1,0,1,20,35,2,0,0,0,61,7,
7.0.0,com.android.server.devicepolicy.DpmMockContext.SettingsForMock,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.google.android.gles_jni.EGLContextImpl,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,4,
