version,Name,God_Class,Lazy_Class,Complex_Class,Large_Class,Refused_Request,Data_Class,Feature_Envy,Brain_Class,Hub_Like_Dependency,Class_Cyclic_Dependency,Unhealthy_Inheritance_Hierarchy,Long_Method,Long_Parameter_List,Shotgun_Surgery,Brain_Method,Unstable_Dependency,Package_Cyclic_Dependency,Total,Distinct_Count,Vulnerability
6.0.0,com.android.server.voiceinteraction.VoiceInteractionManagerService.VoiceInteractionManagerServiceStub,0,0,1,1,0,0,1,0,0,1,1,39,32,1,0,0,0,77,8,
6.0.0,com.android.server.voiceinteraction.VoiceInteractionManagerService.VoiceInteractionManagerServiceStub.SettingsObserver,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,4,
6.0.0,com.android.server.voiceinteraction.SoundTriggerHelper,0,0,1,1,0,0,1,0,0,0,1,17,17,0,0,0,0,38,6,
6.0.0,com.android.server.voiceinteraction.VoiceInteractionManagerServiceImpl,0,0,0,1,0,0,1,0,0,0,0,16,16,0,0,0,0,34,4,
6.0.0,com.android.server.voiceinteraction.VoiceInteractionSessionConnection,0,0,1,1,0,0,1,0,0,0,0,14,12,0,0,0,0,29,5,
6.0.0,android.test.suitebuilder.examples.nested.Level1Test,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.mediaframeworktest.unit.CameraUtilsRuntimeExceptionTest,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,2,
6.0.0,com.android.layoutlib.bridge.bars.FrameworkActionBar,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,2,
6.0.0,com.android.layoutlib.bridge.bars.NavigationBar,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,14,2,
6.0.0,android.view.SurfaceControl.PhysicalDisplayInfo,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,7,3,
6.0.0,com.android.server.pm.KeySetManagerService.PublicKeyHandle,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,2,
6.0.0,com.android.perftest.RsBenchView,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,8,3,
6.0.0,android.view.WindowManager.InvalidDisplayException,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.test.assist.AssistInteractionSessionService,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.text.Layout.Ellipsizer,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,3,0,9,5,
6.0.0,android.text.Layout.SpannedEllipsizer,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,3,0,10,5,
6.0.0,android.text.Layout.SpannedEllipsizer.getSpans.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,android.text.Layout.TabStops,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,9,3,
6.0.0,android.text.Layout.getParagraphSpans.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,android.emoji.EmojiFactory,0,0,0,0,0,1,0,0,0,1,0,4,4,0,0,0,0,10,4,
6.0.0,android.text.TextLine,0,0,1,1,0,0,1,1,0,0,1,16,18,0,2,3,0,44,9,
6.0.0,android.text.MeasuredText,0,0,1,1,0,0,0,0,0,0,1,8,8,0,0,3,0,22,6,
6.0.0,android.text.style.SubscriptSpan,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,
6.0.0,android.database.Observable.T,0,1,0,0,0,0,0,0,0,0,0,,,,,1,0,2,2,
6.0.0,android.os.StrictMode.AndroidBlockGuardPolicy,0,0,1,1,0,0,0,0,0,0,0,7,8,0,0,0,1,18,5,
6.0.0,android.os.StrictMode.AndroidCloseGuardReporter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,
6.0.0,android.os.StrictMode.InstanceCountViolation,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.InstanceTracker,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,6,3,
6.0.0,android.os.StrictMode.LogStackTrace,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.os.StrictMode.StrictModeCustomViolation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.StrictModeDiskReadViolation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.StrictModeDiskWriteViolation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.StrictModeNetworkViolation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.StrictModeResourceMismatchViolation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.StrictModeViolation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.ThreadSpanState,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.os.StrictMode.VmPolicy,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,3,
6.0.0,android.os.StrictMode.VmPolicy.Builder,0,0,0,0,0,1,1,0,0,0,0,3,6,1,0,0,1,13,6,
6.0.0,com.android.internal.os.RuntimeInit,0,0,0,1,0,1,1,0,0,0,0,8,11,0,0,0,0,22,5,
6.0.0,com.android.systemui.statusbar.phone.UserAvatarView,0,0,0,1,0,1,1,0,0,0,0,7,8,0,0,0,0,18,5,
6.0.0,com.android.effectstest.VisualizerTest.VisualizerListener,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,6,4,
6.0.0,com.android.effectstest.VisualizerTest.VisualizerTestHandler,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.text.style.BulletSpan,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.content.MutableContextWrapper,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,
6.0.0,android.media.tv.TvInputService.HardwareSession,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,3,
6.0.0,android.media.tv.TvInputService.ServiceHandler,0,0,1,0,0,0,0,0,0,1,1,4,4,0,0,0,0,11,5,
6.0.0,android.media.tv.TvInputService.Session,0,0,1,1,0,0,1,0,0,0,1,25,18,1,0,0,0,48,7,
6.0.0,android.media.tv.TvInputService.Session.OverlayViewCleanUpTask,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,android.media.tv.TvInputService.Session.TimeShiftPositionTrackingRunnable,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,android.media.tv.ITvInputSessionWrapper,0,0,1,1,0,1,0,0,0,0,0,2,17,0,0,0,0,22,5,
6.0.0,mock_android.dummy.InnerTest,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,5,5,
6.0.0,mock_android.dummy.InnerTest.DerivingClass,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.MyGenerics1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.MyGenerics1.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.MyGenerics1.U,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.MyGenerics1.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.MyGenerics1.W,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.MyStaticInnerClass,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.NotStaticInner1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.NotStaticInner2,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.genericMethod1.X,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.genericMethod2.X,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.genericMethod2.Y,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.genericMethod3.X,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,mock_android.dummy.InnerTest.genericMethod3.Y,0,1,0,0,0,0,0,0,0,1,0,,,,,0,0,2,2,
6.0.0,mock_android.dummy.InnerTest.genericMethod4.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.widget.scroll.arrowscroll.MultiPageTextWithPaddingTest,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.filterpacks.text.StringSource,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,com.android.internal.widget.PasswordEntryKeyboardView,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,5,4,
6.0.0,android.transition.TranslationAnimationCreator.TransitionPositionListener,0,0,0,0,1,1,1,0,0,0,0,3,5,0,0,0,0,11,5,
6.0.0,android.text.SpannableStringBuilder.getSpans.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,android.text.SpannableStringBuilder.getSpansRec.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,com.android.bidi.BiDiTestTableLayoutRtl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.security.keystore.KeyProtection,0,0,0,0,0,1,1,0,0,0,0,2,13,0,0,0,0,17,4,
6.0.0,android.graphics.LayerRasterizer,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,5,5,
6.0.0,com.android.settingslib.bluetooth.PbapServerProfile.PbapServiceListener,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.internal.widget.LockPatternView.PatternExploreByTouchHelper,0,0,0,0,0,0,1,0,0,1,1,11,11,0,0,1,0,26,6,
6.0.0,com.android.internal.widget.LockPatternView.PatternExploreByTouchHelper.VirtualViewContainer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,com.android.internal.widget.LockPatternView.SavedState,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,7,4,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.animation.FloatEvaluator,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.bidi.BiDiTestLinearLayoutRtl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.server.connectivity.PermissionMonitor,0,0,0,1,0,0,1,0,0,0,0,10,12,0,0,0,0,24,4,
6.0.0,com.android.transitiontests.FadingHierarchy,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,
6.0.0,android.preference.SwitchPreference.Listener,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,
6.0.0,com.android.systemui.LoadAverageService,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4,4,
6.0.0,com.android.systemui.LoadAverageService.CpuTracker,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
6.0.0,com.android.systemui.LoadAverageService.LoadView,0,0,0,1,0,0,0,0,0,1,1,3,4,0,0,0,0,10,5,
6.0.0,android.graphics.ComposeShader_Delegate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,android.net.NetworkStatsHistoryTest,0,0,0,1,1,1,0,0,0,0,0,25,24,0,0,1,0,53,6,
6.0.0,android.nfc.NdefRecord,0,0,1,1,0,0,0,0,0,0,0,20,19,0,0,0,0,41,4,
6.0.0,com.android.bidi.BiDiTestTableLayoutLtr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.widget.gridview.GridSetSelectionTest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,com.android.frameworks.coretests.TestActivity,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ObjectAnimator.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofArgb.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofFloat.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofInt.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofMultiFloat.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofMultiInt.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofObject.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofObject.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ObjectAnimator.ofObject.P,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.animation.ValueAnimator.AnimationHandler,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,
6.0.0,com.example.android.rs.fountain.FountainView,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,com.android.systemui.statusbar.StackScrollerDecorView,0,0,0,0,0,1,1,0,1,0,0,1,8,0,0,0,0,12,5,
6.0.0,android.media.effect.effects.PosterizeEffect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.internal.policy.PhoneFallbackEventHandler,0,0,1,1,0,0,1,0,0,0,0,8,10,0,1,2,0,24,7,
6.0.0,com.android.server.usage.UsageStatsXmlV1,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,17,3,
6.0.0,android.drm.DrmUtils.ExtendedMetadataParser,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,android.content.res.ThemedResourceCache.T,0,1,0,0,0,0,0,0,0,0,0,,,,,1,0,2,2,
6.0.0,android.content.res.Resources.ThemeKey,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,1,0,9,4,
6.0.0,com.android.keyguard.KeyguardStatusView.Patterns,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,3,
6.0.0,android.widget.TextClock,0,0,0,1,0,1,1,0,0,0,0,11,16,1,0,0,0,31,6,
6.0.0,com.android.systemui.qs.PseudoGridView.ViewGroupAdapterBridge,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,3,0,11,5,
6.0.0,android.view.DisabledLongpressTest,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,3,
6.0.0,PrintHtmlDiff,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,android.widget.focus.ScrollingThroughListOfFocusablesTest,0,0,0,0,0,1,0,0,0,0,0,8,8,0,0,0,0,17,3,
6.0.0,android.widget.focus.ListOfInternalSelectionViews,0,0,0,0,0,1,1,0,0,1,0,3,6,0,0,0,0,12,5,
6.0.0,android.graphics.drawable.AnimatedRotateDrawable.AnimatedRotateState,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,
6.0.0,android.filterpacks.base.GLTextureSource,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,com.android.test.hwui.ViewLayersActivity2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.test.hwui.ViewLayersActivity2.SimpleListAdapter,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,3,
6.0.0,com.android.server.wm.ViewServer.ViewServerWorker,0,0,1,0,0,1,0,0,0,1,0,4,2,0,0,0,0,9,5,
6.0.0,com.android.test.hierarchyviewer.Decoder.DecoderException,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,android.hardware.camera2.CameraCaptureSession.CaptureListener,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,android.hardware.camera2.CameraCaptureSession.StateListener,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,com.android.internal.widget.DialogTitle,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,6,4,
6.0.0,android.content.res.ResourcesKey,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,7,4,
6.0.0,android.content.ContentProviderClient.NotRespondingRunnable,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,7,3,
6.0.0,android.widget.TableRow.ChildrenTracker,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,6,3,
6.0.0,com.android.keyguard.KeyguardDisplayManager,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,2,0,10,4,
6.0.0,com.android.keyguard.KeyguardDisplayManager.KeyguardPresentation,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,5,3,
6.0.0,android.security.KeyChain.AliasResponse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,android.security.KeyChainException,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,
6.0.0,org.apache.http.conn.ssl.SSLSocketFactory.NoPreloadHolder,0,1,0,0,0,0,0,0,0,1,0,,,,,0,0,2,2,
6.0.0,org.apache.http.conn.ssl.BrowserCompatHostnameVerifier,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.test.dynamic.VectorDrawableStaticPerf,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.view.MenuInflater_Delegate,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.database.sqlite.SQLiteConnection.Operation,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,android.database.sqlite.SQLiteConnection.OperationLog,0,0,0,0,0,1,0,0,0,0,0,7,11,0,0,0,0,19,3,
6.0.0,android.database.sqlite.SQLiteConnection.PreparedStatement,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.database.sqlite.SQLiteConnection.PreparedStatementCache,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,3,
6.0.0,android.database.sqlite.SQLiteDebug.DbStats,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,android.database.sqlite.SQLiteDebug,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.database.sqlite.SQLiteGlobal,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,6,4,
6.0.0,com.android.internal.util.CallbackRegistryTest,0,0,0,1,0,1,0,0,0,1,0,11,8,0,0,0,0,22,5,
6.0.0,android.filterpacks.ui.SurfaceTargetFilter,0,0,0,0,0,1,1,0,0,1,1,6,8,0,0,0,0,18,6,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.text.format.FormatterTest,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,2,
6.0.0,com.android.tests.usagestats.UsageStatsActivity,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,6,3,
6.0.0,com.android.tests.usagestats.UsageStatsActivity.Adapter,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,6,4,
6.0.0,com.android.tests.usagestats.UsageStatsActivity.ViewHolder,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,com.android.tests.usagestats.UsageLogActivity,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,5,3,
6.0.0,com.android.internal.app.ProcessStats.DurationsTable,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,12,2,
6.0.0,com.android.internal.app.ProcessStats.PackageState,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.internal.app.ProcessStats.ProcessDataCollection,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,
6.0.0,com.android.internal.app.ProcessStats.ProcessStateHolder,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.internal.app.ProcessStats.PssAggr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.internal.app.ProcessStats.TotalMemoryUseCollection,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,3,
6.0.0,com.android.printspooler.model.PrintSpoolerService.PrintSpooler,0,0,0,0,0,1,0,0,0,0,0,4,6,0,0,0,0,11,3,
6.0.0,com.android.server.DropBoxTest,0,0,0,1,1,1,0,0,0,0,0,17,6,0,0,0,0,26,5,
6.0.0,android.widget.TimePickerClockDelegate.ClickActionDelegate,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,
6.0.0,android.widget.TimePickerClockDelegate.Node,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,android.widget.TimePickerClockDelegate.SavedState,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,android.widget.RadialTimePickerView,0,0,0,1,0,0,1,0,0,1,0,31,46,0,0,0,0,80,5,
6.0.0,android.app.job.JobService.JobHandler,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,2,
6.0.0,com.android.mediaframeworktest.functional.audio.MediaPresetReverbTest,0,0,0,1,0,1,1,0,0,0,0,7,7,0,0,0,0,17,5,
6.0.0,android.text.format.DateFormatTest,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,
6.0.0,com.android.test.hwui.ClipRegionActivity,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,
6.0.0,com.android.test.hwui.ClipRegionActivity.RegionView,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.security.keystore.DelegatingX509Certificate,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.hardware.camera2.CameraManager.TorchCallback,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,
6.0.0,android.view.ViewGroup_Delegate,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,2,
6.0.0,android.graphics.Path_Delegate,0,0,0,1,0,0,1,0,0,0,0,42,54,0,0,1,0,99,5,
6.0.0,android.view.RectShadowPainter,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,2,
6.0.0,android.core.Sha1Test,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,android.core.Sha1Test.TestData,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.opengl.GLLogWrapper.PointerInfo,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,android.renderscript.ProgramRaster.Builder,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,com.android.printspooler.renderer.PdfManipulationService.PdfEditorImpl,0,0,1,0,0,1,0,0,0,0,0,5,6,0,0,0,0,13,4,
6.0.0,com.android.printspooler.renderer.PdfManipulationService.PdfRendererImpl,0,0,0,0,0,1,0,0,0,1,0,4,5,0,0,0,0,11,4,
6.0.0,com.android.printspooler.util.BitmapSerializeUtils,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,
6.0.0,android.content.res.ConstantState.T,0,1,0,0,0,0,0,0,0,0,0,,,,,1,0,2,2,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.widget.AlphabetIndexer,0,0,1,0,1,1,0,0,0,0,0,5,5,0,0,0,0,13,5,
6.0.0,android.widget.listview.arrowscroll.ListWithOffScreenNextSelectableTest,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,5,3,
6.0.0,com.android.bidi.BiDiTestTextViewDrawablesLtr,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,
6.0.0,android.nfc.tech.NfcB,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.nfc.tech.NfcBarcode,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,android.nfc.tech.NfcV,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,com.android.locationtracker.data.KMLFormatter,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,2,
6.0.0,com.android.locationtracker.data.KMLFormatter.LineBuilder,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5,3,
6.0.0,com.android.systemui.statusbar.phone.HeadsUpTouchHelper,0,0,1,0,0,1,0,0,0,0,1,4,5,0,0,0,0,12,5,
6.0.0,android.graphics.Matrix_DelegateTest,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,2,
6.0.0,android.os.TraceTest,0,0,0,0,0,1,1,0,0,1,0,11,4,0,0,0,1,19,6,
6.0.0,android.os.TraceTest.aThread,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,
6.0.0,android.os.ResultReceiver.MyResultReceiver,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,4,
6.0.0,android.os.ResultReceiver.MyRunnable,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
6.0.0,android.os.PersistableBundle.MyReadMapCallback,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,4,
6.0.0,com.android.transitiontests.ListViewAddRemoveNoTransition,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
6.0.0,com.android.transitiontests.ListViewAddRemoveNoTransition.StableArrayAdapter,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.database.sqlite.SqliteWrapper,0,0,0,0,0,1,0,0,0,0,0,6,7,0,0,0,0,14,3,
6.0.0,android.speech.tts.TextToSpeechService.AudioSpeechItemV1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,4,
6.0.0,android.speech.tts.TextToSpeechService.CallbackMap,0,0,0,0,0,1,0,0,0,0,0,8,6,0,0,0,0,15,3,
